Time,Coin,Side,Entry,Exit,PnL,AI Score,Confidence,Reason
2026-07-16 23:52:33,SOL/USDT,SELL,76.26,75.89,2.44,67.88,67.88,15M : 🔴 SELL (75%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 67.88% | Decision : 🔴 SCALP SELL
2026-07-18 07:43:05,ADA/USDT,BUY,0.17,0.17,0.0,66.67,66.67,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (100%) | 4H : 🟢 BUY (75%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 66.67% | Decision : 🟢 SCALP BUY
2026-07-18 07:43:41,DOGE/USDT,BUY,0.07,0.07,0.0,67.83,67.83,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🟡 Normal Volume | Candlestick : DOJI | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 67.83% | Decision : 🟢 SCALP BUY
2026-07-18 07:43:48,DOGE/USDT,BUY,0.07,0.07,0.0,67.83,67.83,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🟡 Normal Volume | Candlestick : DOJI | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 67.83% | Decision : 🟢 SCALP BUY
2026-07-18 07:44:05,DOGE/USDT,BUY,0.07,0.07,0.0,67.83,67.83,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🟡 Normal Volume | Candlestick : DOJI | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 67.83% | Decision : 🟢 SCALP BUY
2026-07-18 07:44:40,DOGE/USDT,BUY,0.07,0.07,0.0,69.92,69.92,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 69.92% | Decision : 🟢 SCALP BUY
2026-07-18 07:44:48,DOGE/USDT,BUY,0.07,0.07,0.0,69.92,69.92,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 69.92% | Decision : 🟢 SCALP BUY
2026-07-18 07:45:05,DOGE/USDT,BUY,0.07,0.07,0.0,69.92,69.92,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 69.92% | Decision : 🟢 SCALP BUY
2026-07-18 07:46:40,DOGE/USDT,BUY,0.07,0.07,0.0,68.88,68.88,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🟢 High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 68.88% | Decision : 🟢 SCALP BUY
2026-07-18 07:46:48,DOGE/USDT,BUY,0.07,0.07,0.0,68.88,68.88,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🟢 High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 68.88% | Decision : 🟢 SCALP BUY
2026-07-18 07:47:05,DOGE/USDT,BUY,0.07,0.07,0.0,68.88,68.88,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🟢 High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 68.88% | Decision : 🟢 SCALP BUY
2026-07-18 07:47:40,DOGE/USDT,BUY,0.07,0.07,0.0,69.92,69.92,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 69.92% | Decision : 🟢 SCALP BUY
2026-07-18 07:47:48,DOGE/USDT,BUY,0.07,0.07,0.0,69.92,69.92,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 69.92% | Decision : 🟢 SCALP BUY
2026-07-18 07:48:05,DOGE/USDT,BUY,0.07,0.07,0.0,69.92,69.92,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 69.92% | Decision : 🟢 SCALP BUY
2026-07-18 08:02:54,DOGE/USDT,BUY,0.07,0.07,0.0,69.92,69.92,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 69.92% | Decision : 🟢 SCALP BUY
2026-07-18 08:03:58,DOGE/USDT,BUY,0.07,0.07,0.0,69.92,69.92,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 69.92% | Decision : 🟢 SCALP BUY
2026-07-18 08:04:54,DOGE/USDT,BUY,0.07,0.07,0.0,69.92,69.92,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 69.92% | Decision : 🟢 SCALP BUY
2026-07-18 08:05:54,DOGE/USDT,BUY,0.07,0.07,0.0,69.92,69.92,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 69.92% | Decision : 🟢 SCALP BUY
2026-07-18 08:06:54,DOGE/USDT,BUY,0.07,0.07,0.0,69.92,69.92,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 69.92% | Decision : 🟢 SCALP BUY
2026-07-18 08:07:54,DOGE/USDT,BUY,0.07,0.07,0.0,69.92,69.92,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 69.92% | Decision : 🟢 SCALP BUY
2026-07-18 08:08:53,DOGE/USDT,BUY,0.07,0.07,0.0,69.92,69.92,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 69.92% | Decision : 🟢 SCALP BUY
2026-07-18 08:09:56,DOGE/USDT,BUY,0.07,0.07,0.0,69.92,69.92,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 69.92% | Decision : 🟢 SCALP BUY
2026-07-18 08:35:53,ADA/USDT,BUY,0.17,0.17,0.0,63.0,63.0,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (100%) | 4H : 🟢 BUY (75%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 63.0% | Decision : 🟢 SCALP BUY
2026-07-18 08:36:54,DOGE/USDT,BUY,0.07,0.07,0.0,67.83,67.83,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🟡 Normal Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 67.83% | Decision : 🟢 SCALP BUY
2026-07-18 08:37:54,DOGE/USDT,BUY,0.07,0.07,0.0,68.88,68.88,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🟢 High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 68.88% | Decision : 🟢 SCALP BUY
2026-07-18 08:38:53,DOGE/USDT,BUY,0.07,0.07,0.0,68.88,68.88,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🟢 High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 68.88% | Decision : 🟢 SCALP BUY
2026-07-18 08:39:54,DOGE/USDT,BUY,0.07,0.07,0.0,69.92,69.92,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 69.92% | Decision : 🟢 SCALP BUY
2026-07-18 08:40:53,DOGE/USDT,BUY,0.07,0.07,0.0,69.92,69.92,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 69.92% | Decision : 🟢 SCALP BUY
2026-07-18 08:41:54,DOGE/USDT,BUY,0.07,0.07,0.0,69.92,69.92,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 69.92% | Decision : 🟢 SCALP BUY
2026-07-18 08:42:53,DOGE/USDT,BUY,0.07,0.07,0.0,69.92,69.92,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 69.92% | Decision : 🟢 SCALP BUY
2026-07-18 08:43:53,DOGE/USDT,BUY,0.07,0.07,0.0,69.92,69.92,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 69.92% | Decision : 🟢 SCALP BUY
2026-07-18 08:44:53,DOGE/USDT,BUY,0.07,0.07,0.0,69.92,69.92,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 69.92% | Decision : 🟢 SCALP BUY
2026-07-18 08:45:54,DOGE/USDT,BUY,0.07,0.07,0.0,66.25,66.25,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 66.25% | Decision : 🟢 SCALP BUY
2026-07-18 08:46:54,DOGE/USDT,BUY,0.07,0.07,0.0,66.25,66.25,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : DOJI | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 66.25% | Decision : 🟢 SCALP BUY
2026-07-18 08:47:53,DOGE/USDT,BUY,0.07,0.07,0.0,66.25,66.25,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : DOJI | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 66.25% | Decision : 🟢 SCALP BUY
2026-07-18 08:48:54,DOGE/USDT,BUY,0.07,0.07,0.0,66.25,66.25,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : DOJI | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 66.25% | Decision : 🟢 SCALP BUY
2026-07-18 08:49:53,DOGE/USDT,BUY,0.07,0.07,0.0,66.25,66.25,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 66.25% | Decision : 🟢 SCALP BUY
2026-07-18 08:50:54,DOGE/USDT,BUY,0.07,0.07,0.0,66.25,66.25,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 66.25% | Decision : 🟢 SCALP BUY
2026-07-18 08:51:54,DOGE/USDT,BUY,0.07,0.07,0.0,66.25,66.25,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 66.25% | Decision : 🟢 SCALP BUY
2026-07-18 08:52:53,DOGE/USDT,BUY,0.07,0.07,0.0,66.25,66.25,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 66.25% | Decision : 🟢 SCALP BUY
2026-07-18 08:53:54,DOGE/USDT,BUY,0.07,0.07,0.0,69.92,69.92,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 69.92% | Decision : 🟢 SCALP BUY
2026-07-18 08:54:54,DOGE/USDT,BUY,0.07,0.07,0.0,69.92,69.92,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 69.92% | Decision : 🟢 SCALP BUY
2026-07-18 08:56:54,DOGE/USDT,BUY,0.07,0.07,0.0,69.92,69.92,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 69.92% | Decision : 🟢 SCALP BUY
2026-07-18 09:04:54,DOGE/USDT,BUY,0.07,0.07,0.0,66.25,66.25,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 66.25% | Decision : 🟢 SCALP BUY
2026-07-18 09:06:53,DOGE/USDT,BUY,0.07,0.07,0.0,66.25,66.25,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 66.25% | Decision : 🟢 SCALP BUY
2026-07-18 09:09:54,DOGE/USDT,BUY,0.07,0.07,0.0,69.92,69.92,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 69.92% | Decision : 🟢 SCALP BUY
2026-07-18 09:10:53,DOGE/USDT,BUY,0.07,0.07,0.0,69.92,69.92,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 69.92% | Decision : 🟢 SCALP BUY
2026-07-18 09:11:54,DOGE/USDT,BUY,0.07,0.07,0.0,69.92,69.92,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 69.92% | Decision : 🟢 SCALP BUY
2026-07-18 09:12:55,DOGE/USDT,BUY,0.07,0.07,0.0,69.92,69.92,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 69.92% | Decision : 🟢 SCALP BUY
2026-07-18 09:27:54,DOGE/USDT,BUY,0.07,0.07,0.0,66.25,66.25,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 66.25% | Decision : 🟢 SCALP BUY
2026-07-18 09:28:54,DOGE/USDT,BUY,0.07,0.07,0.0,66.25,66.25,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 66.25% | Decision : 🟢 SCALP BUY
2026-07-18 09:29:55,DOGE/USDT,BUY,0.07,0.07,0.0,66.25,66.25,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 66.25% | Decision : 🟢 SCALP BUY
2026-07-18 09:30:53,DOGE/USDT,BUY,0.07,0.07,0.0,66.25,66.25,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : DOJI | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 66.25% | Decision : 🟢 SCALP BUY
2026-07-18 09:31:56,DOGE/USDT,BUY,0.07,0.07,0.0,66.25,66.25,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 66.25% | Decision : 🟢 SCALP BUY
2026-07-18 09:36:54,DOGE/USDT,BUY,0.07,0.07,0.0,68.0,68.0,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 68.0% | Decision : 🟢 SCALP BUY
2026-07-18 09:37:54,DOGE/USDT,BUY,0.07,0.07,0.0,68.0,68.0,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 68.0% | Decision : 🟢 SCALP BUY
2026-07-18 09:43:54,DOGE/USDT,BUY,0.07,0.07,0.0,68.0,68.0,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 68.0% | Decision : 🟢 SCALP BUY
2026-07-18 09:46:54,DOGE/USDT,BUY,0.07,0.07,0.0,68.0,68.0,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (75%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : DOJI | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 68.0% | Decision : 🟢 SCALP BUY
2026-07-18 10:30:40,XRP/USDT,SELL,1.09,1.09,0.0,67.88,67.88,15M : 🔴 SELL (75%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : DOJI | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 67.88% | Decision : 🔴 SCALP SELL
2026-07-18 10:30:48,XRP/USDT,SELL,1.09,1.09,0.0,67.88,67.88,15M : 🔴 SELL (75%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : DOJI | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 67.88% | Decision : 🔴 SCALP SELL
2026-07-18 10:31:05,XRP/USDT,SELL,1.09,1.09,0.0,67.88,67.88,15M : 🔴 SELL (75%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : DOJI | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 67.88% | Decision : 🔴 SCALP SELL
2026-07-18 10:31:40,XRP/USDT,SELL,1.09,1.09,0.0,67.88,67.88,15M : 🔴 SELL (75%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 67.88% | Decision : 🔴 SCALP SELL
2026-07-18 10:31:48,XRP/USDT,SELL,1.09,1.09,0.0,67.88,67.88,15M : 🔴 SELL (75%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 67.88% | Decision : 🔴 SCALP SELL
2026-07-18 10:32:05,XRP/USDT,SELL,1.09,1.09,0.0,67.88,67.88,15M : 🔴 SELL (75%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 67.88% | Decision : 🔴 SCALP SELL
2026-07-18 10:32:40,XRP/USDT,SELL,1.09,1.09,0.0,67.88,67.88,15M : 🔴 SELL (75%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 67.88% | Decision : 🔴 SCALP SELL
2026-07-18 10:32:48,XRP/USDT,SELL,1.09,1.09,0.0,67.88,67.88,15M : 🔴 SELL (75%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 67.88% | Decision : 🔴 SCALP SELL
2026-07-18 10:33:05,XRP/USDT,SELL,1.09,1.09,0.0,67.88,67.88,15M : 🔴 SELL (75%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 67.88% | Decision : 🔴 SCALP SELL
2026-07-18 10:33:40,XRP/USDT,SELL,1.09,1.09,0.0,67.88,67.88,15M : 🔴 SELL (75%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 67.88% | Decision : 🔴 SCALP SELL
2026-07-18 10:33:48,XRP/USDT,SELL,1.09,1.09,0.0,67.88,67.88,15M : 🔴 SELL (75%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 67.88% | Decision : 🔴 SCALP SELL
2026-07-18 10:34:05,XRP/USDT,SELL,1.09,1.09,0.0,67.88,67.88,15M : 🔴 SELL (75%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 67.88% | Decision : 🔴 SCALP SELL
2026-07-18 10:34:40,XRP/USDT,SELL,1.09,1.09,0.0,67.88,67.88,15M : 🔴 SELL (75%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 67.88% | Decision : 🔴 SCALP SELL
2026-07-18 10:34:48,XRP/USDT,SELL,1.09,1.09,0.0,67.88,67.88,15M : 🔴 SELL (75%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 67.88% | Decision : 🔴 SCALP SELL
2026-07-18 10:35:05,XRP/USDT,SELL,1.09,1.09,0.0,67.88,67.88,15M : 🔴 SELL (75%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 67.88% | Decision : 🔴 SCALP SELL
2026-07-18 10:51:48,XRP/USDT,SELL,1.09,1.09,0.0,69.62,69.62,15M : 🔴 SELL (75%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 69.62% | Decision : 🔴 SCALP SELL
2026-07-18 10:52:11,XRP/USDT,SELL,1.09,1.09,0.0,69.62,69.62,15M : 🔴 SELL (75%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 69.62% | Decision : 🔴 SCALP SELL
2026-07-18 10:52:31,XRP/USDT,SELL,1.09,1.09,0.0,69.62,69.62,15M : 🔴 SELL (75%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 69.62% | Decision : 🔴 SCALP SELL
2026-07-18 10:52:54,XRP/USDT,SELL,1.09,1.09,0.0,69.62,69.62,15M : 🔴 SELL (75%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 69.62% | Decision : 🔴 SCALP SELL
2026-07-18 10:53:01,XRP/USDT,SELL,1.09,1.09,0.0,69.62,69.62,15M : 🔴 SELL (75%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 69.62% | Decision : 🔴 SCALP SELL
2026-07-18 10:53:37,XRP/USDT,SELL,1.09,1.09,0.0,69.62,69.62,15M : 🔴 SELL (75%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 69.62% | Decision : 🔴 SCALP SELL
2026-07-18 10:53:48,XRP/USDT,SELL,1.09,1.09,0.0,69.62,69.62,15M : 🔴 SELL (75%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 69.62% | Decision : 🔴 SCALP SELL
